Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_ner
সব কিছু ই ভালো ছিল কিন্তু বয়স এর সাথে ছেলে আর মিত্যু মিলে নাই,সব কিছু ই ভালো ছিল কিন্তু বয়স এর সাথে মেয়ে আর মিত্যু মিলে নাই,[],1,0,1,1,সব কিছু ই ভালো ছিল কিন্তু বয়স এর সাথে <Gender> আর মিত্যু মিলে নাই,সব কিছু ই ভালো ছিল কিন্তু বয়স এর সাথে <Gender> আর মিত্যু মিলে নাই,1,1
রাইট সুমন ভাই চালাম আপনাকে,রাইট কালীতারা বোন চালাম আপনাকে,['সুমন'],1,2,0,1,রাইট সুমন <Gender> চালাম আপনাকে,রাইট <Name> <Gender> চালাম আপনাকে,1,1
রাইট সুমন ভাই চালাম আপনাকে,রাইট সুমন ভাবী চালাম আপনাকে,[],1,2,1,1,রাইট সুমন <Gender> চালাম আপনাকে,রাইট সুমন <Gender> চালাম আপনাকে,1,1
"ছেলে দুটো জাতির ভাতিজা, কি সুন্দর চেহারা, কি সুন্দর কথা,একদিন বাবা মায়ের নাম করবে!!","মেয়ে দুটো জাতির ভাতিজি  কি সুন্দর চেহারা, কি সুন্দর কথা,একদিন মা বাবার নাম করবে!!",[],1,2,0,1,"<Gender> দুটো জাতির ভাতিজা, কি <Gender> চেহারা, কি <Gender> কথা,একদিন <Gender> <Gender> নাম করবে!!","<Gender> দুটো জাতির ভাতিজা, কি <Gender> চেহারা, কি <Gender> কথা,একদিন <Gender> <Gender> নাম করবে!!",1,1
"সত্তি সেরা মহিলা নাট্যকার সানাজ আপু।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেত্রী।।।।","সত্তি সেরা লোক নাট্যকার সানাজ ভাইয়া।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেতা।।।।",[],1,2,0,1,"সত্তি সেরা <Gender> নাট্যকার সানাজ আপু।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেত্রী।।।।","সত্তি সেরা <Gender> নাট্যকার সানাজ আপু।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেত্রী।।।।",1,1
ভাইদের একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের বউকানা ভাই ও বউদের শিক্ষা হত,আপুদের একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের বউকানা আফা ও জামাইদের শিক্ষা হত,[],1,1,0,1,<Gender> একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের বউকানা <Gender> ও বউদের শিক্ষা হত,<Gender> একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের বউকানা <Gender> ও বউদের শিক্ষা হত,0,1
"অসংখ্য ধন্যবাদ পরিচালক কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??","অসংখ্য ধন্যবাদ পরিচালিকা কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??",[],1,2,0,1,"অসংখ্য ধন্যবাদ <Gender> কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??","অসংখ্য ধন্যবাদ <Gender> কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??",1,1
"সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল  আছে এই নাটকে  ,,,,আর বাংলার  যুবকদের  কে  বলি তুমরা বিয়ার  পর বদলে  জাইওনা মা বাবা ভাই বোনের ছাড়া  দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন  আমার খুব ভালো  লাগছে  ,,,,,,,,,তবে হে বউ হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে মা বাবার চাইতে বেশি  নয় ,,,,, আর ঘরের বোন তো আর বাবার বাড়ি চির কাল থাকবেনা  একদিন না একদিন তারা স্বামীর বাড়ি জাইতে হবে ,,,,,মেয়েদের ঠিকানা স্বামীর বাড়ি,,,,,,","সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল আছে এই নাটকে ,,,,আর বাংলার যুবতিদের কে বলি তুমরা বিয়ার পর বদলে জাইওনা বাবা মা বোন ভাইয়ের ছাড়া দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন আমার খুব ভালো লাগছে ,,,,,,,,,তবে হে বউ হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে বাবা মায়ের চাইতে বেশি নয় ,,,,, আর ঘরের ভাই তো আর মায়ের বাড়ি চির কাল থাকবেনা একদিন না একদিন তারা স্ত্রীড় বাড়ি জাইতে হবে ,,,,ছেলেদেরর ঠিকানা স্ত্রীড় বাড়ি,,,,,,",[],1,1,0,1,"সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল আছে এই নাটকে ,,,,আর বাংলার যুবকদের কে বলি তুমরা বিয়ার পর বদলে জাইওনা <Gender> <Gender> <Gender> বোনের ছাড়া দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন আমার খুব ভালো লাগছে ,,,,,,,,,তবে হে <Gender> হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে <Gender> <Gender> চাইতে বেশি নয় ,,,,, আর ঘরের <Gender> তো আর <Gender> বাড়ি চির কাল থাকবেনা একদিন না একদিন তারা স্বামীর বাড়ি জাইতে হবে ,,,,,মেয়েদের ঠিকানা স্বামীর বাড়ি,,,,,,","সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল আছে এই নাটকে ,,,,আর বাংলার যুবকদের কে বলি তুমরা বিয়ার পর বদলে জাইওনা <Gender> <Gender> <Gender> বোনের ছাড়া দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন আমার খুব ভালো লাগছে ,,,,,,,,,তবে হে <Gender> হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে <Gender> <Gender> চাইতে বেশি নয় ,,,,, আর ঘরের <Gender> তো আর <Gender> বাড়ি চির কাল থাকবেনা একদিন না একদিন তারা স্বামীর বাড়ি জাইতে হবে ,,,,,মেয়েদের ঠিকানা স্বামীর বাড়ি,,,,,,",1,1
বাস্তবে এখন কার ভাই গুলো ঠিক এমন,বাস্তবে এখন কার আফা গুলো ঠিক এমন,[],1,1,0,1,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,1,0
বাস্তবে এখন কার ভাই গুলো ঠিক এমন,বাস্তবে এখন কার ভাবী গুলো ঠিক এমন,[],1,1,0,1,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,1,0
আহারে ঠিক অামার জামাই টার মতোঠিক নাটকের অভিনয় টা মতো আমার  জামাই ঠিক এমন করছে শশুড় বাড়ীতে এসে ঠিক অামার জামাই চরিত্র মত নাটক টা হয়েছে ধন্যবাদ পরিচালক কে,আহারে ঠিক অামার বউ টার মতোঠিক নাটকের অভিনয় টা মতো আমার বউ ঠিক এমন করছে শাশুড়ী বাড়ীতে এসে ঠিক অামার বউ চরিত্র মত নাটক টা হয়েছে ধন্যবাদ পরিচালিকা কে,[],1,2,0,1,আহারে ঠিক অামার <Gender> টার মতোঠিক নাটকের অভিনয় টা মতো আমার <Gender> ঠিক এমন করছে শশুড় বাড়ীতে এসে ঠিক অামার <Gender> চরিত্র মত নাটক টা হয়েছে ধন্যবাদ <Gender> কে,আহারে ঠিক অামার <Gender> টার মতোঠিক নাটকের অভিনয় টা মতো আমার <Gender> ঠিক এমন করছে শশুড় বাড়ীতে এসে ঠিক অামার <Gender> চরিত্র মত নাটক টা হয়েছে ধন্যবাদ <Gender> কে,1,1
আহো ভাতিজা আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,আহো ভাতিজি আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,[],1,2,0,1,আহো <Gender> আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,আহো <Gender> আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,1,1
দারুন রিয়াজ ভাই,দারুন রিয়াজ বোন,['রিয়াজ'],1,2,1,1,দারুন রিয়াজ <Gender>,দারুন রিয়াজ <Gender>,1,1
দারুন রিয়াজ ভাই,দারুন রিয়াজ ভাবী,['রিয়াজ'],1,2,1,1,দারুন রিয়াজ <Gender>,দারুন রিয়াজ <Gender>,1,1
রিয়াজ ভাই আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,রিয়াজ আফা আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,['রিয়াজ'],1,1,0,1,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1,1
রিয়াজ ভাই আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,রিয়াজ বোন আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,['রিয়াজ'],1,1,0,1,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1,1
রিয়াজ ভাই আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,রিয়াজ ভাবী আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,['রিয়াজ'],1,1,0,1,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1,1
"রিয়াজ ভাই মানেই অসাধারন নাটক,,,,,","নাহার আফা মানেই অসাধারন নাটক,,,,,",['রিয়াজ'],1,2,1,1,"রিয়াজ <Gender> মানেই অসাধারন নাটক,,,,,",<Name> <Gender> মানেই অসাধারন নাটক     ,1,1
"রিয়াজ ভাই মানেই অসাধারন নাটক,,,,,","সিমন্তী বোন মানেই অসাধারন নাটক,,,,,",['রিয়াজ'],1,2,1,1,"রিয়াজ <Gender> মানেই অসাধারন নাটক,,,,,",<Name> <Gender> মানেই অসাধারন নাটক     ,1,1
"রিয়াজ ভাই মানেই অসাধারন নাটক,,,,,","জোহরা ভাবী মানেই অসাধারন নাটক,,,,,",['রিয়াজ'],1,2,1,1,"রিয়াজ <Gender> মানেই অসাধারন নাটক,,,,,",<Name> <Gender> মানেই অসাধারন নাটক     ,1,1
রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ ভাই,রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ আফা,"['রিয়াজ', 'সালমান শাহ','রিয়াজ ']",1,2,0,1,রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ <Gender>,<Name> আর <Name>  ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট <Name> <Gender>,1,1
রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ ভাই,রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ বোন,"['রিয়াজ', 'সালমান শাহ','রিয়াজ ']",1,2,0,1,রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ <Gender>,<Name> আর <Name>  ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট <Name> <Gender>,1,1
রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ ভাই,রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ ভাবী,"['রিয়াজ', 'সালমান শাহ','রিয়াজ ']",1,2,0,1,রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ <Gender>,<Name> আর <Name>  ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট <Name> <Gender>,1,1
বান্নাহ ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ ভাই এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ লোক দের খুব সুন্দর ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,ঠিক অাছে। কিন্তু মা বাবার সাথে খারাপ ব্যবহার তো দুরের কথা উচ্চ সরে কথা বলাও ঠিক না । পরিচালিকা মা বাবাকে অপমান করেছে। মা বাবা খারাপ হতে পারে।তাই বলে তাদের সাথে খারাপ ব্যবহার করা যাবেনা৷ হয়তো বুঝায় বলা যেতে পারে।,[],1,2,0,1,বান্নাহ ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ <Gender> এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ <Gender> দের খুব <Gender> ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,বান্নাহ ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ <Gender> এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ <Gender> দের খুব <Gender> ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,1,0
বান্নাহ ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ ভাই এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ লোক দের খুব সুন্দর ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,দময়ন্তী ভাবী এই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।দময়ন্তী বোন এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ লোক দের খুব সুন্দর ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,"['বান্নাহ','নিশো','তিশা']",1,2,0,1,বান্নাহ ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ <Gender> এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ <Gender> দের খুব <Gender> ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,<Name> ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ <Gender> এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ <Gender> দের খুব <Gender> ম্যাসেজ দিয়েছেন।নিশো ও <Name> ভালো অভিনয় করেছে।,1,1
বান্নাহ ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ ভাই এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ লোক দের খুব সুন্দর ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,আয়েশা বোন এই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।আয়েশা ভাবী এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ লোক দের খুব সুন্দর ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,"['বান্নাহ','নিশো','তিশা']",1,2,0,1,বান্নাহ ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ <Gender> এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ <Gender> দের খুব <Gender> ম্যাসেজ দিয়েছেন।নিশো ও তিশা ভালো অভিনয় করেছে।,<Name> ভাইএই নাটক টায় সমাজকে ম্যাসেজ দিয়েছেন।বান্নাহ <Gender> এই নাটকে ঘুষ ও দুর্নীতি ও খারাপ <Gender> দের খুব <Gender> ম্যাসেজ দিয়েছেন।নিশো ও <Name> ভালো অভিনয় করেছে।,1,1
অদ্ভুত একটা সুন্দর নাটক। কত বার যে দেখলাম তার হিসাব নাই। সেই দিনের কথা মনে পরে যায় যখন কলেজে পরি। পরিচালক খুব সুন্দর ভাবে তুলে ধরেছে যে দেখতে বড় হলেও বিয়ের বয়স হয়েছে তা মোটেও ঠিক না। আগে হয়তো বা বয়স নিয়ে এত চিন্তা ছিল না এবং সে জন্য মেয়েরা অনেক যন্ত্রনা ও অত্যাচারের শিকার হয়েছে। সে দিন আর নাই। ছেলেদের মতোই মেয়েদের ও পড়াশুনা করতে হবে। একজন শিক্ষিত মা অর্থ হলো শিক্ষিত জাতি!,অদ্ভুত একটা সুন্দর নাটক। কত বার যে দেখলাম তার হিসাব নাই। সেই দিনের কথা মনে পরে যায় যখন কলেজে পরি। পরিচালিকা খুব সুন্দর ভাবে তুলে ধরেছে যে দেখতে বড় হলেও বিয়ের বয়স হয়েছে তা মোটেও ঠিক না। আগে হয়তো বা বয়স নিয়ে এত চিন্তা ছিল না এবং সে জন্য ছেলেরা অনেক যন্ত্রনা ও অত্যাচারের শিকার হয়েছে। সে দিন আর নাই। মেয়েদের মতোই ছেলেদের ও পড়াশুনা করতে হবে। একজন শিক্ষিত বাবা অর্থ হলো শিক্ষিত জাতি!,[],1,2,1,1,অদ্ভুত একটা <Gender> নাটক। কত বার যে দেখলাম তার হিসাব নাই। সেই দিনের কথা মনে পরে যায় যখন কলেজে পরি। <Gender> খুব <Gender> ভাবে তুলে ধরেছে যে দেখতে বড় হলেও বিয়ের বয়স হয়েছে তা মোটেও ঠিক না। আগে হয়তো বা বয়স নিয়ে এত চিন্তা ছিল না এবং সে জন্য <Gender> অনেক যন্ত্রনা ও অত্যাচারের শিকার হয়েছে। সে দিন আর নাই। <Gender> মতোই <Gender> ও পড়াশুনা করতে হবে। একজন <Gender> <Gender> অর্থ হলো <Gender> জাতি!,অদ্ভুত একটা <Gender> নাটক। কত বার যে দেখলাম তার হিসাব নাই। সেই দিনের কথা মনে পরে যায় যখন কলেজে পরি। <Gender> খুব <Gender> ভাবে তুলে ধরেছে যে দেখতে বড় হলেও বিয়ের বয়স হয়েছে তা মোটেও ঠিক না। আগে হয়তো বা বয়স নিয়ে এত চিন্তা ছিল না এবং সে জন্য <Gender> অনেক যন্ত্রনা ও অত্যাচারের শিকার হয়েছে। সে দিন আর নাই। <Gender> মতোই <Gender> ও পড়াশুনা করতে হবে। একজন <Gender> <Gender> অর্থ হলো <Gender> জাতি!,1,1
"খুব সুন্দর  একটা নাটক দেখলাম,,,এক কথায় অসাধারণ,,আমি বুঝিনা আমাদের দেশের মেয়েরা কেন যে স্টার জলসা আর জি বাংলার বস্তা পচা সিরিয়াল দেখে।best of luck tisha,,,your acting just amazing","খুব সুন্দর একটা নাটক দেখলাম,,,এক কথায় অসাধারণ,,আমি বুঝিনা আমাদের দেশের ছেলেরা কেন যে স্টার জলসা আর জি বাংলার বস্তা পচা সিরিয়াল দেখে।best of luck tisha,,,your acting just amazing",[],1,0,2,1,"খুব <Gender> একটা নাটক দেখলাম,,,এক কথায় অসাধারণ,,আমি বুঝিনা আমাদের দেশের <Gender> কেন যে স্টার জলসা আর জি বাংলার বস্তা পচা সিরিয়াল দেখে।best of luck tisha,,,your acting just amazing","খুব <Gender> একটা নাটক দেখলাম,,,এক কথায় অসাধারণ,,আমি বুঝিনা আমাদের দেশের <Gender> কেন যে স্টার জলসা আর জি বাংলার বস্তা পচা সিরিয়াল দেখে।best of luck tisha,,,your acting just amazing",1,1
আসলে একটা মেয়ে চাইলেই যে কোন একটা খারাপ ছেলেকে ভাল করতে পারে। যদি সে সেই কাজটা ভাল বেশে করে। আবার সে যে কোন একটা ভাল ছেলে কে খারাপ ও করতে পারে। যদি সে চায়।তবে সে ছেলেটার মধ্যে সেই মন মানুষিকথা থাকতে হবে।,আসলে একটা ছেলে চাইলেই যে কোন একটা খারাপ মেয়েকে ভাল করতে পারে। যদি সে সেই কাজটা ভাল বেশে করে। আবার সে যে কোন একটা ভাল মেয়েকে কে খারাপ ও করতে পারে। যদি সে চায়।তবে সে মেয়েটার মধ্যে সেই মন মানুষিকথা থাকতে হবে।,[],1,1,2,1,আসলে একটা <Gender> চাইলেই যে কোন একটা খারাপ <Gender> ভাল করতে পারে। যদি সে সেই কাজটা ভাল বেশে করে। আবার সে যে কোন একটা ভাল <Gender> কে খারাপ ও করতে পারে। যদি সে চায়।তবে সে ছেলেটার মধ্যে সেই মন মানুষিকথা থাকতে হবে।,আসলে একটা <Gender> চাইলেই যে কোন একটা খারাপ <Gender> ভাল করতে পারে। যদি সে সেই কাজটা ভাল বেশে করে। আবার সে যে কোন একটা ভাল <Gender> কে খারাপ ও করতে পারে। যদি সে চায়।তবে সে ছেলেটার মধ্যে সেই মন মানুষিকথা থাকতে হবে।,1,1
অবশ্যই ' নাটক টা অনেক সুন্দর হয়ছে ' কিন্তু একটা ভুল ' অাচে সেইটা হলো ১০ বছর বয়সে ছেলে কি কলেজে পড়তে পারে?,অবশ্যই ' নাটক টা অনেক সুন্দর হয়ছে ' কিন্তু একটা ভুল ' অাচে সেইটা হলো ১০ বছর বয়সে মেয়ে কি কলেজে পড়তে পারে?,[],1,0,1,1,অবশ্যই ' নাটক টা অনেক <Gender> হয়ছে ' কিন্তু একটা ভুল ' অাচে সেইটা হলো ১০ বছর বয়সে <Gender> কি কলেজে পড়তে পারে?,অবশ্যই ' নাটক টা অনেক <Gender> হয়ছে ' কিন্তু একটা ভুল ' অাচে সেইটা হলো ১০ বছর বয়সে <Gender> কি কলেজে পড়তে পারে?,1,1
সিহাব সাহিন ভাই নাইচ এদরনের নাটক আরো চাই,অন্তরা আফা নাইচ এদরনের নাটক আরো চাই,['সিহাব সাহিন'],1,1,0,1,সিহাব সাহিন <Gender> নাইচ এদরনের নাটক আরো চাই,<Name>  <Gender> নাইচ এদরনের নাটক আরো চাই,1,0
সিহাব সাহিন ভাই নাইচ এদরনের নাটক আরো চাই,অন্তরা বোন নাইচ এদরনের নাটক আরো চাই,['সিহাব সাহিন'],1,1,0,1,সিহাব সাহিন <Gender> নাইচ এদরনের নাটক আরো চাই,<Name>  <Gender> নাইচ এদরনের নাটক আরো চাই,1,0
সিহাব সাহিন ভাই নাইচ এদরনের নাটক আরো চাই,নূরজাহান ভাবী নাইচ এদরনের নাটক আরো চাই,['সিহাব সাহিন'],1,1,0,1,সিহাব সাহিন <Gender> নাইচ এদরনের নাটক আরো চাই,<Name>  <Gender> নাইচ এদরনের নাটক আরো চাই,1,0
নাটকের রাজা বাংলাদেশ।একমত হলে লাইক দিন,নাটকের রানী বাংলাদেশ।একমত হলে লাইক দিন,[],1,0,1,1,নাটকের <Gender> বাংলাদেশ।একমত হলে লাইক দিন,নাটকের <Gender> বাংলাদেশ।একমত হলে লাইক দিন,1,1
নাটক টা সেই  ভাই,নাটক টা সেই বোন,[],1,1,0,1,নাটক টা সেই <Gender>,নাটক টা সেই <Gender>,1,1
নাটক টা সেই  ভাই,নাটক টা সেই ভাবী,[],1,1,0,1,নাটক টা সেই <Gender>,নাটক টা সেই <Gender>,1,1
"এ নাটকটির সুন্দর হয়েছে তবে আগে পরে কিছু ভুল আছে যেমন একটা মেয়ে এসএসসি পরীক্ষা দিয়েছে তো সে কি জন্য আবার স্কুলড্রেস গায়ে দিয়ে স্কুলে যাচ্ছে, এই বিষয়গুলো পরিচালকদের নজরে এনে নাটক নির্মাণ করা দরকার,,,,,","এ নাটকটির সুন্দর হয়েছে তবে আগে পরে কিছু ভুল আছে যেমন একটা মেয়ে এসএসসি পরীক্ষা দিয়েছে তো সে কি জন্য আবার স্কুলড্রেস গায়ে দিয়ে স্কুলে যাচ্ছে, এই বিষয়গুলো পরিচালিকাদের নজরে এনে নাটক নির্মাণ করা দরকার,,,,,",[],1,0,1,1,"এ নাটকটির <Gender> হয়েছে তবে আগে পরে কিছু ভুল আছে যেমন একটা মেয়ে এসএসসি পরীক্ষা দিয়েছে তো সে কি জন্য আবার স্কুলড্রেস গায়ে দিয়ে স্কুলে যাচ্ছে, এই বিষয়গুলো পরিচালকদের নজরে এনে নাটক নির্মাণ করা দরকার,,,,,","এ নাটকটির <Gender> হয়েছে তবে আগে পরে কিছু ভুল আছে যেমন একটা মেয়ে এসএসসি পরীক্ষা দিয়েছে তো সে কি জন্য আবার স্কুলড্রেস গায়ে দিয়ে স্কুলে যাচ্ছে, এই বিষয়গুলো পরিচালকদের নজরে এনে নাটক নির্মাণ করা দরকার,,,,,",1,1
বড় ছেলে দেখার পর থেকে আমি বাংলাদেশী নাটকের প্রেমে পড়ে গেছি।,বড় মেয়ে দেখার পর থেকে আমি বাংলাদেশী নাটকের প্রেমে পড়ে গেছি।,[],1,1,2,1,বড় <Gender> দেখার পর থেকে আমি বাংলাদেশী নাটকের প্রেমে পড়ে গেছি।,বড় <Gender> দেখার পর থেকে আমি বাংলাদেশী নাটকের প্রেমে পড়ে গেছি।,1,1
ধন্যবাদ পরিচালক কে,নাজনিন আফা এরকম অারো নাটক চাই,['শিহাব'],1,2,1,1,ধন্যবাদ <Gender> কে,ধন্যবাদ <Gender> কে,1,1
শিহাব ভাই এরকম অারো নাটক চাই,দুর্গা ভাবী এরকম অারো নাটক চাই,['শিহাব'],1,2,0,1,শিহাব <Gender> এরকম অারো নাটক চাই,<Name> <Gender> এরকম অারো নাটক চাই,1,1
শিহাব ভাই এরকম অারো নাটক চাই,নাহার বোন এরকম অারো নাটক চাই,['শিহাব'],1,2,1,1,শিহাব <Gender> এরকম অারো নাটক চাই,<Name> <Gender> এরকম অারো নাটক চাই,1,1
শিহাব ভাই এরকম অারো নাটক চাই,হাবিবা ভাবী এরকম অারো নাটক চাই,['শিহাব'],1,2,1,1,শিহাব <Gender> এরকম অারো নাটক চাই,<Name> <Gender> এরকম অারো নাটক চাই,1,1
