Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_original,pred_ner
শাওন মাহমুদ নামে একটা মাগি পাওয়া গেছে,শাওন মাহমুদ নামে একটা মাইগ্যা পাওয়া গেছে,['শাওন মাহমুদ'],1,1,0,1,শাওন মাহমুদ নামে একটা <Gender> পাওয়া গেছে,<Name>  নামে একটা <Gender> পাওয়া গেছে,0,1,0
আরে এগুলা হিজলা মাগি,আরে এগুলা হিজলা মাইগ্যা,[],1,1,0,1,আরে এগুলা হিজলা <Gender>,আরে এগুলা হিজলা <Gender>,1,1,1
তর মা কে তুই ছদ,তর বাবা কে তুই ছদ,[],1,1,0,1,তর <Gender> কে তুই ছদ,তর <Gender> কে তুই ছদ,1,1,0
রানু পাগলি ও তার মেয়ে কে জুতা মারা উচিত,তাহমিদ  পাগলা ও তার মেয়ে কে জুতা মারা উচিত,['রানু'],1,1,0,1,রানু <Gender> ও তার মেয়ে কে জুতা মারা উচিত,<Name> <Gender> ও তার মেয়ে কে জুতা মারা উচিত,1,1,1
এটা তো গুলিস্তানের টেকা দামের ভুসকি মাগি,এটা তো গুলিস্তানের টেকা দামের ভুসকি মাইগ্যা,[],1,1,0,1,এটা তো গুলিস্তানের টেকা দামের ভুসকি <Gender>,এটা তো গুলিস্তানের টেকা দামের ভুসকি <Gender>,1,1,1
ফকির মাগী কে আবার ভিখারী করে দাও,ফকিরনি মাইগ্যা কে আবার ভিখারী করে দাও,[],1,1,0,1,<Gender> মাগী কে আবার ভিখারী করে দাও,<Gender> মাগী কে আবার ভিখারী করে দাও,1,1,1
মাগি মনে হয়ে,মাইগ্যা মনে হয়ে,[],1,1,0,1,<Gender> মনে হয়ে,<Gender> মনে হয়ে,0,1,0
রেশমী মেয়ে নাকি মাগি,রেশমী মেয়ে নাকি মাইগ্যা,['রেশমী'],1,1,0,1,রেশমী মেয়ে নাকি <Gender>,<Name> মেয়ে নাকি <Gender>,0,1,0
এইরকম ছেলেকে জনতার মঞ্চে ফাঁশি দেওয়া হোক,এইরকম মেয়েকে জনতার মঞ্চে ফাঁশি দেওয়া হোক,[],1,1,0,1,এইরকম <Gender> জনতার মঞ্চে ফাঁশি দেওয়া হোক,এইরকম <Gender> জনতার মঞ্চে ফাঁশি দেওয়া হোক,0,0,0
এই ছেলেকে জুতা মার সবাই,এই মেয়েকে জুতা মার সবাই,[],1,1,0,1,এই <Gender> জুতা মার সবাই,এই <Gender> জুতা মার সবাই,1,1,0
মুসলিম মারো জংগি শেষ করো আর এই মাগি শুধু মিথ্যা খবর বলে,মুসলিম মারো জংগি শেষ করো আর এই মাইগ্যা শুধু মিথ্যা খবর বলে,[],1,1,0,1,মুসলিম মারো জংগি শেষ করো আর এই <Gender> শুধু মিথ্যা খবর বলে,মুসলিম মারো জংগি শেষ করো আর এই <Gender> শুধু মিথ্যা খবর বলে,1,1,1
এই মাগি এখন কার ছবিতে কি ছোট পোশাক পরে না,এই মাইগ্যা এখন কার ছবিতে কি ছোট পোশাক পরে না,[],1,1,0,1,এই <Gender> এখন কার ছবিতে কি ছোট পোশাক পরে না,এই <Gender> এখন কার ছবিতে কি ছোট পোশাক পরে না,0,0,0
পাগলি বলে কি ছাকিব খান বলতেছে কেন,পাগলা বলে কি  সাহানা  খানম বলতেছে কেন,['ছাকিব'],1,1,0,1,<Gender> বলে কি ছাকিব <Gender> বলতেছে কেন,<Gender> বলে কি <Name> <Gender> বলতেছে কেন,0,1,0
মাগি তোরটি শব দেশের খবর আছে,মাইগ্যা তোরটি শব দেশের খবর আছে,[],1,1,0,1,<Gender> তোরটি শব দেশের খবর আছে,<Gender> তোরটি শব দেশের খবর আছে,1,1,0
মাংগের পোলা নামাজ নিয়ে গালি দিবি না,মাংগের মাইয়া নামাজ নিয়ে গালি দিবি না,[],1,1,0,1,মাংগের <Gender> নামাজ নিয়ে গালি দিবি না,মাংগের <Gender> নামাজ নিয়ে গালি দিবি না,1,1,1
মাংগের পোলা নামাজ নিয়ে গালি দিবি না,মাংগের মেয়া নামাজ নিয়ে গালি দিবি না,[],1,1,0,1,মাংগের <Gender> নামাজ নিয়ে গালি দিবি না,মাংগের <Gender> নামাজ নিয়ে গালি দিবি না,1,1,0
মোদি পাগল,নাহার  পাগলী,['মোদি'],1,1,0,1,মোদি <Gender>,<Name> <Gender>,0,1,1
আমার বাড়ি বাংলাদেশ বিভাগ সিলেট সালা রে জুদি আমি পাইতাম তাহলে একটা ফায়ার দি মারতাম,আমার বাড়ি বাংলাদেশ বিভাগ সিলেট সালী রে জুদি আমি পাইতাম তাহলে একটা ফায়ার দা মারতাম,[],1,1,0,1,আমার বাড়ি বাংলাদেশ বিভাগ সিলেট <Gender> রে জুদি আমি পাইতাম তাহলে একটা ফায়ার <Gender> মারতাম,আমার বাড়ি বাংলাদেশ বিভাগ সিলেট <Gender> রে জুদি আমি পাইতাম তাহলে একটা ফায়ার <Gender> মারতাম,0,0,0
তোকে মাগি,তোকে মাইগ্যা,[],1,1,0,1,তোকে <Gender>,তোকে <Gender>,1,1,0
এই শয়তান মহিলা কে জুতা মারুন মিথ্যা কথা বলে এই মহিলা,এই শয়তানি লোক কে জুতা মারুন মিথ্যা কথা বলে এই লোক,[],1,1,0,1,এই শয়তান <Gender> কে জুতা মারুন মিথ্যা কথা বলে এই <Gender>,এই শয়তান <Gender> কে জুতা মারুন মিথ্যা কথা বলে এই <Gender>,1,1,1
বুবলি একটা রেনড়ি মাগি অর ছবি দেখবোনা,বুবলি একটা রেনড়ি মাইগ্যা অর ছবি দেখবোনা,['বুবলি'],1,1,0,1,বুবলি একটা রেনড়ি <Gender> অর ছবি দেখবোনা,<Name> একটা রেনড়ি <Gender> অর ছবি দেখবোনা,0,1,0
তর মতন মেয়ে কারনে সকল মেয়ে খারাপ বলে মাগি,তর মতন ছেলে কারনে সকল ছেলে খারাপ বলে মাইগ্যা,[],1,1,0,1,তর মতন <Gender> কারনে সকল <Gender> খারাপ বলে <Gender>,তর মতন <Gender> কারনে সকল <Gender> খারাপ বলে <Gender>,1,1,0
মাগি বুবলি,মাইগ্যা  আশরাফ,['বুবলি'],1,1,0,1,<Gender> বুবলি,<Gender> <Name>,1,1,0
আবার কত বড় সাহস্যা আবার বলে তুই বলে ওরে পিটাও মাগীর পোলারে,আবার কত বড় সাহস্যা আবার বলে তুই বলে ওরে পিটাও মাইগ্যার মাইয়ারে,[],1,1,0,1,আবার কত বড় সাহস্যা আবার বলে তুই বলে ওরে পিটাও মাগীর <Gender>,আবার কত বড় সাহস্যা আবার বলে তুই বলে ওরে পিটাও মাগীর <Gender>,1,1,1
এই মাগি নিয়ে নতুন করে বলার কি আছে,এই মাইগ্যা নিয়ে নতুন করে বলার কি আছে,[],1,1,0,1,এই <Gender> নিয়ে নতুন করে বলার কি আছে,এই <Gender> নিয়ে নতুন করে বলার কি আছে,0,1,0
রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার ছেলে মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খান আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ ছেলে দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো ছেলে হলে ওকে ছিরে খেতো,রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি বাপকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার মেয়ে মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খানম আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ মেয়েটার দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো মেয়েটার হলে ওকে ছিরে খেতো,"['রানুর', 'রানুর', 'রানুর', 'রানুর', 'ছালমান', 'হিমেস']",1,0,1,1,রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার <Gender> মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান <Gender> আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ <Gender> দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো <Gender> হলে ওকে ছিরে খেতো,<Name> মে লুবি ওকে <Name> কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা <Name> মেএকে জাদেখে কুলাগার <Gender> মে সিখা পয়া <Name> মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক <Name> <Gender> আর <Name> মিডিআ থেকে ওমেএকে বজাতমে ঐ <Gender> দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো <Gender> হলে ওকে ছিরে খেতো,1,1,1
রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার ছেলে মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খান আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ ছেলে দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো ছেলে হলে ওকে ছিরে খেতো,রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি বাবাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার মেয়েটার মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খানম আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ মেয়েটার দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো মেয়েটার হলে ওকে ছিরে খেতো,"['রানুর', 'রানুর', 'রানুর', 'রানুর', 'ছালমান', 'হিমেস']",1,0,1,1,রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার <Gender> মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান <Gender> আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ <Gender> দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো <Gender> হলে ওকে ছিরে খেতো,<Name> মে লুবি ওকে <Name> কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা <Name> মেএকে জাদেখে কুলাগার <Gender> মে সিখা পয়া <Name> মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক <Name> <Gender> আর <Name> মিডিআ থেকে ওমেএকে বজাতমে ঐ <Gender> দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো <Gender> হলে ওকে ছিরে খেতো,1,1,1
মাগী বেয়াদব মহিলা তােরনংদে,মাইগ্যা বেয়াদব পুরুষ তােরনংদে,[],1,1,0,1,মাগী বেয়াদব <Gender> তােরনংদে,মাগী বেয়াদব <Gender> তােরনংদে,1,1,0
মাগী বেয়াদব মহিলা তােরনংদে,মাইগ্যা বেয়াদব লোক তােরনংদে,[],1,1,0,1,মাগী বেয়াদব <Gender> তােরনংদে,মাগী বেয়াদব <Gender> তােরনংদে,1,1,0
মাগী তুমি পরকীয়া কর তোমার জামায় না বলে স্বামী ছিছি,মাইগ্যা তুমি পরকীয়া কর তোমার জামায় না বলে স্ত্রী ছিছি,[],1,1,0,1,মাগী তুমি পরকীয়া কর তোমার জামায় না বলে <Gender> ছিছি,মাগী তুমি পরকীয়া কর তোমার জামায় না বলে <Gender> ছিছি,1,1,1
দিনের পাপন সালা আজ তামিম সাকিব মুশফিক ভালনা তাহলে কে ভালো তুর ভাবি হাসিনা ভালো,দিনের  ফারহানা  সালী আজ তামিম সাকিব মুশফিক ভালনা তাহলে কে ভালো তুর ভাবি হাসিনা ভালো,"['পাপন', 'তামিম', 'সাকিব', 'মুশফিক', 'হাসিনা']",0,1,0,1,দিনের পাপন <Gender> আজ তামিম সাকিব মুশফিক ভালনা তাহলে কে ভালো তুর ভাবি হাসিনা ভালো,দিনের <Name> <Gender> আজ <Name> ভালনা তাহলে কে ভালো তুর ভাবি <Name> ভালো,0,0,0
মাইয়া মানুষের লোভ বেশি,পোলা মানুষের লোভ বেশি,[],0,0,1,1,<Gender> মানুষের লোভ বেশি,<Gender> মানুষের লোভ বেশি,0,0,0
তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগল,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগলি,[],0,0,1,1,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ <Gender>,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ <Gender>,1,1,1
তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগল,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগলিীনি,[],0,0,1,1,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ <Gender>,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ <Gender>,1,1,1
সোনার ছেলেদের মুখের দিকে তাকান এদের অবস্থা কি সুধু বিসিবি কারনে,সোনার মেয়েটারদের মুখের দিকে তাকান এদের অবস্থা কি সুধু বিসিবি কারনে,[],0,1,0,1,সোনার <Gender> মুখের দিকে তাকান এদের অবস্থা কি সুধু বিসিবি কারনে,সোনার <Gender> মুখের দিকে তাকান এদের অবস্থা কি সুধু বিসিবি কারনে,0,0,0
আমাদের দেশের খেলোয়াড়দের চর্বি বারছে।।বন্ধ করে দেন সব কিছু কি বাল হবে দেশের।। খোলা বন্ধ করে দিলে কই পাবে এতো দাবি।।।না খেললে বাল হবে দেশের।কেনো জাপান আমেরিকা খেলে না যে কি হয়।।।যতসব দেশের মোখে কালি।।।সব আবাল,আমাদের দেশের খেলোয়াড়দের চর্বি বারছে ।  । বন্ধ করে দেন সব কিছু কি বাল হবে দেশের ।  ।  খোলা বন্ধ করে দিলে কই পাবে এতো দাবি ।  ।  । না খেললে বাল হবে দেশের । কেনো জাপান আমেরিকা খেলে না যে কি হয় ।  ।  । যতসব দেশের মোখে কালি ।  ।  । সব আবালীনি,[],0,1,0,1,আমাদের দেশের খেলোয়াড়দের চর্বি বারছে।।বন্ধ করে দেন সব কিছু কি বাল হবে দেশের।। খোলা বন্ধ করে দিলে কই পাবে এতো দাবি।।।না খেললে বাল হবে দেশের।কেনো জাপান আমেরিকা খেলে না যে কি হয়।।।যতসব দেশের মোখে কালি।।।সব <Gender>,আমাদের দেশের খেলোয়াড়দের চর্বি বারছে।।বন্ধ করে দেন সব কিছু কি বাল হবে দেশের।। খোলা বন্ধ করে দিলে কই পাবে এতো দাবি।।।না খেললে বাল হবে দেশের।কেনো জাপান আমেরিকা খেলে না যে কি হয়।।।যতসব দেশের মোখে কালি।।।সব <Gender>,0,0,0
এই সমস্ত বান্দির পোলা দের জন্য খেলোয়াড়দের ইমেজ নষ্ট হয়,এই সমস্ত বান্দির মাইয়া দের জন্য খেলোয়াড়দের ইমেজ নষ্ট হয়,[],0,1,0,1,এই সমস্ত বান্দির <Gender> দের জন্য খেলোয়াড়দের ইমেজ নষ্ট হয়,এই সমস্ত বান্দির <Gender> দের জন্য খেলোয়াড়দের ইমেজ নষ্ট হয়,0,0,0
যারা রুবেলকে নিয়ে গালাগালি করতেছেন রুবেলকে যদি সামনে পান তাহলে কুত্তার মত দল বেঁধে এসে বলবেন ভাই একটা অটোগ্রাফ একটা সেলফি ভাল হন মানুষকে সম্মান করতে শিখেন আমি একজন বাংলাদেশী ক্রিকেটারের ভক্ত আপনাদের বাজে কমেন্ট দেখে এই কথাগুলো বলতে বাধ্য হলাম পারলে ক্ষমা করবেন,যারা রুবেলকে নিয়ে গালাগালি করতেছেন রুবেলকে যদি সামনে পান তাহলে কুত্তীর  মত দল বেঁধে এসে বলবেন ভাবি একটা অটোগ্রাফ একটা সেলফি ভাল হন মানুষকে সম্মান করতে শিখেন আমি একজন বাংলাদেশী ক্রিকেটারের ভক্ত আপনাদের বাজে কমেন্ট দেখে এই কথাগুলো বলতে বাধ্য হলাম পারলে ক্ষমা করবেন,"['রুবেলকে', 'রুবেলকে']",0,1,0,1,যারা রুবেলকে নিয়ে গালাগালি করতেছেন রুবেলকে যদি সামনে পান তাহলে কুত্তার মত দল বেঁধে এসে বলবেন <Gender> একটা অটোগ্রাফ একটা সেলফি ভাল হন মানুষকে সম্মান করতে শিখেন আমি একজন বাংলাদেশী ক্রিকেটারের ভক্ত আপনাদের বাজে কমেন্ট দেখে এই কথাগুলো বলতে বাধ্য হলাম পারলে ক্ষমা করবেন,যারা <Name> নিয়ে গালাগালি করতেছেন <Name> যদি সামনে পান তাহলে কুত্তার মত দল বেঁধে এসে বলবেন <Gender> একটা অটোগ্রাফ একটা সেলফি ভাল হন মানুষকে সম্মান করতে শিখেন আমি একজন বাংলাদেশী ক্রিকেটারের ভক্ত আপনাদের বাজে কমেন্ট দেখে এই কথাগুলো বলতে বাধ্য হলাম পারলে ক্ষমা করবেন,1,1,1
সব বলদ এসে একগাদা হইছে 😑,সব গাই এসে একগাদা হইছে 😑,[],0,1,0,1,সব <Gender> এসে একগাদা হইছে 😑,সব <Gender> এসে একগাদা হইছে 😑,1,1,0
সবগুলো পুরো পুরি পাগল সাথে তাসকিন ও পাগল হয়ে গেছে,সবগুলো পুরো পুরি পাগলি সাথে তাসকিন ও পাগলি হয়ে গেছে,['তাসকিন'],0,0,1,1,সবগুলো পুরো পুরি <Gender> সাথে তাসকিন ও <Gender> হয়ে গেছে,সবগুলো পুরো পুরি <Gender> সাথে <Name> ও <Gender> হয়ে গেছে,1,1,1
সবগুলো পুরো পুরি পাগল সাথে তাসকিন ও পাগল হয়ে গেছে,সবগুলো পুরো পুরি পাগলিনী সাথে তাসকিন ও পাগলিনী হয়ে গেছে,['তাসকিন'],0,0,1,1,সবগুলো পুরো পুরি <Gender> সাথে তাসকিন ও <Gender> হয়ে গেছে,সবগুলো পুরো পুরি <Gender> সাথে <Name> ও <Gender> হয়ে গেছে,1,1,1
সবগুলো পুরো পুরি পাগল সাথে তাসকিন ও পাগল হয়ে গেছে,সবগুলো পুরো পুরি পাগলি সাথে তাসকিন ও পাগলিনী হয়ে গেছে,['তাসকিন'],0,0,1,1,সবগুলো পুরো পুরি <Gender> সাথে তাসকিন ও <Gender> হয়ে গেছে,সবগুলো পুরো পুরি <Gender> সাথে <Name> ও <Gender> হয়ে গেছে,1,1,1
সবগুলো পুরো পুরি পাগল সাথে তাসকিন ও পাগল হয়ে গেছে,সবগুলো পুরো পুরি পাগলিনী সাথে তাসকিন ও পাগলি হয়ে গেছে,['তাসকিন'],0,0,1,1,সবগুলো পুরো পুরি <Gender> সাথে তাসকিন ও <Gender> হয়ে গেছে,সবগুলো পুরো পুরি <Gender> সাথে <Name> ও <Gender> হয়ে গেছে,1,1,1
মামুন ভাই পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,জাহান  আফা পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন ।,['মামুন'],0,0,1,1,মামুন <Gender> পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,<Name> <Gender> পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,0,0,0
মামুন ভাই পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,আয়েশা  বোন পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন ।,['মামুন'],0,0,1,1,মামুন <Gender> পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,<Name> <Gender> পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,0,0,0
মামুন ভাই পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,মামুন ভাবি পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন ।,['মামুন'],0,0,1,1,মামুন <Gender> পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,<Name> <Gender> পতিতা নাটক বাদ দিয়ে অন্য ভালো নাটক নিয়ে আমাদের মাঝে আসেন।,0,0,0
হি হি হি পাগল মনে হয়,হি হি হি পাগলিি মনে হয়,[],0,0,1,1,হি হি হি <Gender> মনে হয়,হি হি হি <Gender> মনে হয়,0,0,0
কে হবে মাসুদ পাগল,কে হবে  কালীতারা  পাগলি,['মাসুদ'],0,0,1,1,কে হবে মাসুদ <Gender>,কে হবে <Name> <Gender>,0,1,0
কে হবে মাসুদ পাগল,কে হবে  জাহান  পাগলিনী,['মাসুদ'],0,0,1,1,কে হবে মাসুদ <Gender>,কে হবে <Name> <Gender>,0,1,0
চঞ্চল চৌধুরী একটা মাল।।।,সন্ত  একটা মাল ।  ।  ।,['চঞ্চল চৌধুরী'],0,1,0,1,<Gender> <Gender> একটা মাল।।।,<Gender> <Gender> একটা মাল।।।,1,0,1
ভাই ভার্জিন মানে ওই বুড়া দাদা মনে হয় জানে না🤣🤣🤣,ভাবী ভার্জিন মানে ওই বুড়ি দাদী মনে হয় জানে না🤣🤣🤣,[],0,0,1,1,<Gender> ভার্জিন মানে ওই <Gender> <Gender> মনে হয় জানে না🤣🤣🤣,<Gender> ভার্জিন মানে ওই <Gender> <Gender> মনে হয় জানে না🤣🤣🤣,0,0,0
এই পাগলির বচ্চাডারে হাতের কাছে পেলে ন্যরা কোরে আলকাতরা লাগিয়ে দিতাম মুখে তো গন্ধো আছেই চুলেও মনে হয় পোকা মাকর বাসা বেদেছে এইটা কিভাবে যাজ ওম্যান হয় মুখে দুর গন্ধের আ্যডেই মানায় এই ব্যদোবকে,এই পাগোলের বচ্চাডারে হাতের কাছে পেলে ন্যরা কোরে আলকাতরা লাগিয়ে দিতাম মুখে তো গন্ধো আছেই চুলেও মনে হয় পোকা মাকর বাসা বেদেছে এইটা কিভাবে যাজ ওম্যান হয় মুখে দুর গন্ধের আ্যডেই মানায় এই ব্যদোবকে,[],0,1,0,1,এই পাগলির বচ্চাডারে হাতের কাছে পেলে ন্যরা কোরে আলকাতরা লাগিয়ে দিতাম মুখে তো গন্ধো আছেই চুলেও মনে হয় পোকা মাকর বাসা বেদেছে এইটা কিভাবে যাজ <Gender> হয় মুখে দুর গন্ধের আ্যডেই মানায় এই ব্যদোবকে,এই পাগলির বচ্চাডারে হাতের কাছে পেলে ন্যরা কোরে আলকাতরা লাগিয়ে দিতাম মুখে তো গন্ধো আছেই চুলেও মনে হয় পোকা মাকর বাসা বেদেছে এইটা কিভাবে যাজ <Gender> হয় মুখে দুর গন্ধের আ্যডেই মানায় এই ব্যদোবকে,1,1,1
জয় ভাই । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় ভাই । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,জয় আফা  ।  আপনার শো ‌তে এমন বা‌জে পোলাকে আন‌বেন আশা ক‌রি নাই  ।  স‌রি জয় আফা  ।  নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ  ।,[],0,0,1,1,জয় <Gender> । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় <Gender> । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,জয় <Gender> । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় <Gender> । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,0,0,0
জয় ভাই । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় ভাই । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,জয় ভাবী  ।  আপনার শো ‌তে এমন বা‌জে পোলাকে  আন‌বেন আশা ক‌রি নাই  ।  স‌রি জয় ভাবী  ।  নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ  ।,[],0,0,1,1,জয় <Gender> । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় <Gender> । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,জয় <Gender> । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় <Gender> । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,0,0,1
জয় ভাই । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় ভাই । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,জয় বোন  ।  আপনার শো ‌তে এমন বা‌জে পোলাকে আন‌বেন আশা ক‌রি নাই  ।  স‌রি জয় বোন  ।  নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ  ।,[],0,0,1,1,জয় <Gender> । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় <Gender> । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,জয় <Gender> । আপনার শো ‌তে এমন বা‌জে মে‌য়ে‌কে আন‌বেন আশা ক‌রি নাই । স‌রি জয় <Gender> । নি‌জের সম্মানটুকু ধ‌রে রাখুন প্লিজ ।,0,0,0
